Habit,Date,Status,Comment
Wake Up Early ( < 8:00 am ),2024-06-07,success,
Wake Up Early ( < 8:00 am ),2024-06-08,fail,
Wake Up Early ( < 8:00 am ),2024-06-09,fail,
Wake Up Early ( < 8:00 am ),2024-06-10,fail,
Wake Up Early ( < 8:00 am ),2024-06-11,fail,
Wake Up Early ( < 8:00 am ),2024-06-12,fail,
Wake Up Early ( < 8:00 am ),2024-06-13,fail,
Wake Up Early ( < 8:00 am ),2024-06-14,success,
Wake Up Early ( < 8:00 am ),2024-06-15,success,
Wake Up Early ( < 8:00 am ),2024-06-16,success,
Wake Up Early ( < 8:00 am ),2024-06-17,success,
No Alcohol,2025-12-25,fail,
Wake Up Early ( < 8:00 am ),2024-06-18,success,
Wake Up Early ( < 8:00 am ),2024-06-19,success,
Wake Up Early ( < 8:00 am ),2024-06-20,success,
Wake Up Early ( < 8:00 am ),2024-06-21,fail,
Wake Up Early ( < 8:00 am ),2024-06-22,fail,
Wake Up Early ( < 8:00 am ),2024-06-23,success,
Wake Up Early ( < 8:00 am ),2024-06-24,fail,
Wake Up Early ( < 8:00 am ),2024-06-25,fail,
Wake Up Early ( < 8:00 am ),2024-06-26,fail,
Wake Up Early ( < 8:00 am ),2024-06-27,success,
Wake Up Early ( < 8:00 am ),2024-06-28,fail,
Wake Up Early ( < 8:00 am ),2024-06-29,skip,
Wake Up Early ( < 8:00 am ),2024-06-30,skip,
Wake Up Early ( < 8:00 am ),2024-07-01,skip,
Wake Up Early ( < 8:00 am ),2024-07-02,success,
Wake Up Early ( < 8:00 am ),2024-07-03,success,
Wake Up Early ( < 8:00 am ),2024-07-04,success,
Wake Up Early ( < 8:00 am ),2024-07-05,skip,
Wake Up Early ( < 8:00 am ),2024-07-06,skip,
Wake Up Early ( < 8:00 am ),2024-07-07,success,
Wake Up Early ( < 8:00 am ),2024-07-08,success,
Wake Up Early ( < 8:00 am ),2024-07-09,fail,
Wake Up Early ( < 8:00 am ),2024-07-10,success,
Wake Up Early ( < 8:00 am ),2024-07-11,success,
Wake Up Early ( < 8:00 am ),2024-07-12,success,
Wake Up Early ( < 8:00 am ),2024-07-13,fail,
Wake Up Early ( < 8:00 am ),2024-07-14,success,
Wake Up Early ( < 8:00 am ),2024-07-15,fail,
Wake Up Early ( < 8:00 am ),2024-07-16,success,
Wake Up Early ( < 8:00 am ),2024-07-17,fail,
Wake Up Early ( < 8:00 am ),2024-07-18,fail,
Wake Up Early ( < 8:00 am ),2024-07-19,fail,
Wake Up Early ( < 8:00 am ),2024-07-20,success,
Wake Up Early ( < 8:00 am ),2024-07-21,skip,
Wake Up Early ( < 8:00 am ),2024-07-22,fail,
Wake Up Early ( < 8:00 am ),2024-07-23,fail,
Wake Up Early ( < 8:00 am ),2024-07-24,fail,
Wake Up Early ( < 8:00 am ),2024-07-25,success,
Wake Up Early ( < 8:00 am ),2024-07-26,fail,
Wake Up Early ( < 8:00 am ),2024-07-27,fail,
Wake Up Early ( < 8:00 am ),2024-07-28,skip,
Wake Up Early ( < 8:00 am ),2024-07-29,success,
Wake Up Early ( < 8:00 am ),2024-07-30,success,
Wake Up Early ( < 8:00 am ),2024-07-31,success,
Wake Up Early ( < 8:00 am ),2024-08-01,success,
Wake Up Early ( < 8:00 am ),2024-08-02,fail,
Wake Up Early ( < 8:00 am ),2024-08-03,fail,
Wake Up Early ( < 8:00 am ),2024-08-04,fail,
Wake Up Early ( < 8:00 am ),2024-08-05,fail,
Wake Up Early ( < 8:00 am ),2024-08-06,fail,
Wake Up Early ( < 8:00 am ),2024-08-07,fail,
Wake Up Early ( < 8:00 am ),2024-08-08,fail,
Wake Up Early ( < 8:00 am ),2024-08-09,fail,
Wake Up Early ( < 8:00 am ),2024-08-10,skip,
Wake Up Early ( < 8:00 am ),2024-08-11,fail,
Wake Up Early ( < 8:00 am ),2024-08-12,success,
Wake Up Early ( < 8:00 am ),2024-08-13,success,
Wake Up Early ( < 8:00 am ),2024-08-14,success,
Wake Up Early ( < 8:00 am ),2024-08-15,fail,
Wake Up Early ( < 8:00 am ),2024-08-16,fail,
Wake Up Early ( < 8:00 am ),2024-08-17,fail,
Wake Up Early ( < 8:00 am ),2024-08-18,fail,
Wake Up Early ( < 8:00 am ),2024-08-19,fail,
Wake Up Early ( < 8:00 am ),2024-08-20,fail,
Wake Up Early ( < 8:00 am ),2024-08-21,fail,
Wake Up Early ( < 8:00 am ),2024-08-22,success,
Wake Up Early ( < 8:00 am ),2024-08-23,fail,
Wake Up Early ( < 8:00 am ),2024-08-24,fail,
Wake Up Early ( < 8:00 am ),2024-08-25,success,
Wake Up Early ( < 8:00 am ),2024-08-26,success,
Wake Up Early ( < 8:00 am ),2024-08-27,success,
Wake Up Early ( < 8:00 am ),2024-08-28,fail,
Wake Up Early ( < 8:00 am ),2024-08-29,fail,
Wake Up Early ( < 8:00 am ),2024-08-30,fail,
Wake Up Early ( < 8:00 am ),2024-08-31,fail,
Wake Up Early ( < 8:00 am ),2024-09-01,success,
Wake Up Early ( < 8:00 am ),2024-09-02,success,
Wake Up Early ( < 8:00 am ),2024-09-03,fail,
Wake Up Early ( < 8:00 am ),2024-09-04,fail,
Wake Up Early ( < 8:00 am ),2024-09-05,success,
No Smoking,2026-01-22,fail,
Wake Up Early ( < 8:00 am ),2024-09-06,success,
Wake Up Early ( < 8:00 am ),2024-09-07,fail,
Wake Up Early ( < 8:00 am ),2024-09-08,success,
Wake Up Early ( < 8:00 am ),2024-09-09,success,
Wake Up Early ( < 8:00 am ),2024-09-10,success,
Wake Up Early ( < 8:00 am ),2024-09-11,fail,
Wake Up Early ( < 8:00 am ),2024-09-12,success,
Wake Up Early ( < 8:00 am ),2024-09-13,success,
gym,2024-09-14,success,
Wake Up Early ( < 8:00 am ),2024-09-15,fail,
No Smoking,2025-11-09,fail,
Wake Up Early ( < 8:00 am ),2024-09-20,success,
gym,2024-09-15,skip,
gym,2024-09-16,skip,
Wake Up Early ( < 8:00 am ),2024-09-17,success,
Wake Up Early ( < 8:00 am ),2024-09-18,success,
Wake Up Early ( < 8:00 am ),2024-09-19,success,
gym,2024-09-17,success,
No Smoking,2025-12-19,fail,
gym,2024-09-18,skip,
Wake Up Early ( < 8:00 am ),2024-09-21,fail,
Wake Up Early ( < 8:00 am ),2024-09-22,fail,
Wake Up Early ( < 8:00 am ),2024-09-23,success,
gym,2024-09-19,success,
gym,2024-09-21,success,
Wake Up Early ( < 8:00 am ),2024-09-24,fail,
gym,2024-09-20,success,
Wake Up Early ( < 8:00 am ),2024-09-25,success,
Wake Up Early ( < 8:00 am ),2024-09-26,success,
Wake Up Early ( < 8:00 am ),2024-09-27,success,
gym,2024-09-22,skip,
Wake Up Early ( < 8:00 am ),2024-09-28,fail,
Wake Up Early ( < 8:00 am ),2024-09-29,success,
Wake Up Early ( < 8:00 am ),2024-09-30,success,
Wake Up Early ( < 8:00 am ),2024-10-01,fail,
Wake Up Early ( < 8:00 am ),2024-10-02,fail,
Wake Up Early ( < 8:00 am ),2024-10-03,success,
No 🔞,2025-02-16,skip,
Wake Up Early ( < 8:00 am ),2024-10-04,fail,
gym,2023-10-27,success,
Wake Up Early ( < 8:00 am ),2024-10-05,fail,
Wake Up Early ( < 8:00 am ),2024-10-06,fail,
Wake Up Early ( < 8:00 am ),2024-10-07,success,
Wake Up Early ( < 8:00 am ),2024-10-08,fail,
Wake Up Early ( < 8:00 am ),2024-10-09,success,
Wake Up Early ( < 8:00 am ),2024-10-10,success,
Wake Up Early ( < 8:00 am ),2024-10-11,success,
Wake Up Early ( < 8:00 am ),2024-10-12,fail,
Wake Up Early ( < 8:00 am ),2024-10-13,fail,
Wake Up Early ( < 8:00 am ),2024-10-14,success,
Wake Up Early ( < 8:00 am ),2024-10-15,success,
gym,2023-11-07,success,
Wake Up Early ( < 8:00 am ),2024-10-16,fail,
Wake Up Early ( < 8:00 am ),2024-10-17,success,
No 🔞,2025-02-17,success,
Wake Up Early ( < 8:00 am ),2024-10-18,success,
Wake Up Early ( < 8:00 am ),2024-10-19,success,
Wake Up Early ( < 8:00 am ),2024-10-20,fail,
Wake Up Early ( < 8:00 am ),2024-10-21,success,
Wake Up Early ( < 8:00 am ),2024-10-22,success,
Wake Up Early ( < 8:00 am ),2024-10-23,success,
Wake Up Early ( < 8:00 am ),2024-10-24,success,
gym,2023-11-06,success,
Wake Up Early ( < 8:00 am ),2024-10-25,success,
Wake Up Early ( < 8:00 am ),2024-10-26,skip,
Wake Up Early ( < 8:00 am ),2024-10-27,skip,
Wake Up Early ( < 8:00 am ),2024-10-28,success,
Wake Up Early ( < 8:00 am ),2024-10-29,success,
Wake Up Early ( < 8:00 am ),2024-11-25,success,
gym,2023-11-02,success,
gym,2023-11-03,success,
gym,2023-11-05,success,
Wake Up Early ( < 8:00 am ),2024-11-26,success,
gym,2023-11-11,success,
gym,2023-11-16,success,
Wake Up Early ( < 8:00 am ),2024-10-31,success,
Wake Up Early ( < 8:00 am ),2024-11-01,fail,
Wake Up Early ( < 8:00 am ),2024-11-02,fail,
gym,2023-11-18,success,
gym,2023-11-20,success,
gym,2023-11-22,success,
gym,2023-11-24,success,
Wake Up Early ( < 8:00 am ),2024-10-30,success,
Wake Up Early ( < 8:00 am ),2024-11-03,fail,
Wake Up Early ( < 8:00 am ),2024-11-04,success,
gym,2023-11-25,success,
gym,2023-11-27,success,
No 🔞,2025-02-18,skip,
Wake Up Early ( < 8:00 am ),2024-11-20,success,
Wake Up Early ( < 8:00 am ),2024-11-21,success,
No 🔞,2025-02-19,skip,
No 🔞,2025-05-13,skip,
Wake Up Early ( < 8:00 am ),2024-11-22,success,
gym,2023-11-17,success,
gym,2023-11-23,success,
No 🔞,2025-05-14,skip,
Wake Up Early ( < 8:00 am ),2024-11-23,fail,
Wake Up Early ( < 8:00 am ),2024-11-24,fail,
gym,2023-12-02,success,
Wake Up Early ( < 8:00 am ),2024-11-27,success,
gym,2023-09-01,success,
gym,2023-09-02,success,
gym,2023-09-03,success,
Wake Up Early ( < 8:00 am ),2024-12-01,fail,
Wake Up Early ( < 8:00 am ),2024-12-02,success,
gym,2023-09-04,fail,
gym,2023-09-05,success,
gym,2023-09-06,success,
gym,2023-09-07,success,
gym,2023-09-08,success,
gym,2023-09-09,fail,
gym,2023-09-10,success,
Wake Up Early ( < 8:00 am ),2024-11-30,fail,
gym,2023-09-11,fail,
gym,2023-09-12,success,
gym,2023-09-13,fail,
Wake Up Early ( < 8:00 am ),2024-11-29,success,
Wake Up Early ( < 8:00 am ),2024-12-03,success,
Wake Up Early ( < 8:00 am ),2024-12-06,fail,
gym,2023-09-14,success,
gym,2023-09-15,fail,
No 🔞,2025-02-20,skip,
gym,2023-09-16,fail,
gym,2023-09-17,fail,
gym,2023-09-18,success,
Wake Up Early ( < 8:00 am ),2024-12-10,success,
gym,2023-09-19,success,
gym,2023-09-20,fail,
No 🔞,2025-02-21,fail,
No 🔞,2025-02-22,skip,
Wake Up Early ( < 8:00 am ),2024-11-28,success,
Wake Up Early ( < 8:00 am ),2024-12-07,fail,
gym,2023-09-21,success,
gym,2023-09-22,success,
gym,2023-09-23,success,
Wake Up Early ( < 8:00 am ),2024-12-12,success,
gym,2023-09-24,fail,
gym,2023-09-25,success,
Wake Up Early ( < 8:00 am ),2024-12-09,success,
gym,2023-09-26,success,
gym,2023-09-27,success,
gym,2023-09-28,success,
gym,2023-09-29,success,
gym,2023-09-30,success,
gym,2023-10-01,success,
Wake Up Early ( < 8:00 am ),2024-12-08,skip,
Wake Up Early ( < 8:00 am ),2024-12-11,success,
gym,2023-10-02,success,
gym,2023-10-03,success,
gym,2023-10-04,success,
gym,2023-10-05,success,
No 🔞,2025-04-02,skip,
gym,2023-10-06,success,
gym,2023-10-07,success,
Wake Up Early ( < 8:00 am ),2024-12-04,success,
gym,2023-10-08,success,
gym,2023-10-09,success,
gym,2023-10-10,success,
gym,2023-10-11,success,
gym,2023-10-12,success,
gym,2023-10-13,success,
gym,2023-10-14,success,
gym,2023-10-15,success,
gym,2023-10-16,success,
gym,2023-10-17,success,
gym,2023-10-18,success,
gym,2023-10-19,success,
gym,2023-10-20,success,
gym,2023-10-21,success,
gym,2023-10-22,success,
gym,2023-10-23,success,
gym,2023-10-24,success,
gym,2023-10-25,success,
gym,2023-10-26,success,
gym,2023-10-28,success,
gym,2023-10-29,success,
gym,2023-10-30,success,
gym,2023-10-31,success,
gym,2023-11-01,fail,
gym,2023-11-04,success,
gym,2023-11-08,fail,
gym,2023-11-09,success,
gym,2023-11-10,success,
gym,2023-11-12,success,
gym,2023-11-13,success,
Wake Up Early ( < 8:00 am ),2024-12-05,success,
gym,2023-11-14,success,
gym,2023-11-15,fail,
gym,2023-11-19,success,
gym,2023-11-21,fail,
gym,2023-11-26,fail,
gym,2023-11-28,fail,
gym,2023-11-29,success,
gym,2023-11-30,success,
gym,2023-12-01,success,
gym,2023-12-03,fail,
gym,2023-12-04,success,
gym,2023-12-05,success,
gym,2023-12-06,success,
gym,2023-12-07,success,
gym,2023-12-08,fail,
gym,2023-12-09,success,
gym,2023-12-10,success,
gym,2023-12-11,success,
gym,2023-12-12,success,
gym,2023-12-13,success,
gym,2023-12-14,success,
gym,2023-12-15,fail,
gym,2023-12-16,success,
gym,2023-12-17,success,
gym,2023-12-18,success,
gym,2023-12-19,success,
gym,2023-12-20,success,
gym,2023-12-21,fail,
gym,2023-12-22,success,
gym,2023-12-23,fail,
gym,2023-12-24,fail,
gym,2023-12-25,fail,
gym,2023-12-26,fail,
gym,2023-12-27,fail,
gym,2023-12-28,fail,
gym,2023-12-29,fail,
gym,2023-12-30,fail,
gym,2023-12-31,success,
gym,2024-01-01,success,
gym,2024-01-02,success,
gym,2024-01-03,success,
gym,2024-01-04,success,
gym,2024-01-05,success,
gym,2024-01-06,fail,
gym,2024-01-07,success,
gym,2024-01-08,success,
gym,2024-01-09,success,
gym,2024-01-10,fail,
gym,2024-01-11,success,
gym,2024-01-12,success,
gym,2024-01-13,success,
gym,2024-01-14,success,
gym,2024-01-15,success,
gym,2024-01-16,fail,
gym,2024-01-17,success,
gym,2024-01-18,success,
gym,2024-01-19,success,
gym,2024-01-20,success,
gym,2024-01-21,fail,
gym,2024-01-22,success,
gym,2024-01-23,fail,
gym,2024-01-24,fail,
gym,2024-01-25,fail,
gym,2024-01-26,success,
gym,2024-01-27,success,
gym,2024-01-28,fail,
gym,2024-01-29,fail,
gym,2024-01-30,fail,
gym,2024-01-31,fail,
gym,2024-02-01,fail,
gym,2024-02-02,fail,
gym,2024-02-03,success,
gym,2024-02-04,fail,
gym,2024-02-05,fail,
gym,2024-02-06,fail,
gym,2024-02-07,fail,
gym,2024-02-08,fail,
gym,2024-02-09,fail,
gym,2024-02-10,fail,
gym,2024-02-11,fail,
gym,2024-02-12,fail,
gym,2024-02-13,fail,
gym,2024-02-14,fail,
gym,2024-02-15,fail,
gym,2024-02-16,fail,
gym,2024-02-17,fail,
gym,2024-02-18,success,
gym,2024-02-19,success,
gym,2024-02-20,fail,
gym,2024-02-21,success,
gym,2024-02-22,fail,
gym,2024-02-23,fail,
gym,2024-02-24,success,
gym,2024-02-25,fail,
gym,2024-02-26,fail,
gym,2024-02-27,success,
gym,2024-02-28,success,
gym,2024-02-29,fail,
gym,2024-03-01,success,
gym,2024-03-02,skip,
gym,2024-03-03,success,
gym,2024-03-04,success,
gym,2024-03-05,success,
gym,2024-03-06,skip,
gym,2024-03-07,skip,
gym,2024-03-08,skip,
gym,2024-03-09,skip,
gym,2024-03-10,skip,
gym,2024-03-11,success,
gym,2024-03-12,success,
gym,2024-03-13,success,
gym,2024-03-14,success,
gym,2024-03-15,success,
gym,2024-03-16,skip,
gym,2024-03-17,skip,
gym,2024-03-18,success,
gym,2024-03-19,skip,
gym,2024-03-20,success,
gym,2024-03-21,success,
gym,2024-03-22,success,
gym,2024-03-23,success,
gym,2024-03-24,success,
gym,2024-03-25,skip,
gym,2024-03-26,success,
gym,2024-03-27,success,
gym,2024-03-28,success,
gym,2024-03-29,success,
gym,2024-03-30,skip,
gym,2024-03-31,success,
gym,2024-04-01,success,
gym,2024-04-02,skip,
gym,2024-04-03,success,
gym,2024-04-04,success,
gym,2024-04-05,success,
gym,2024-04-06,success,
gym,2024-04-07,skip,
gym,2024-04-08,success,
gym,2024-04-09,success,
gym,2024-04-10,skip,
gym,2024-04-11,skip,
gym,2024-04-14,skip,
gym,2024-04-15,success,
gym,2024-05-21,success,
gym,2024-05-22,success,
gym,2024-05-23,skip,
gym,2024-05-24,success,
gym,2024-05-25,skip,
gym,2024-05-26,skip,
gym,2024-05-27,skip,
gym,2024-05-28,skip,
gym,2024-05-29,skip,
gym,2024-05-30,skip,
gym,2024-05-31,skip,
gym,2024-06-01,skip,
gym,2024-06-02,skip,
gym,2024-06-03,success,
gym,2024-06-04,success,
gym,2024-06-05,skip,
gym,2024-06-06,success,
gym,2024-06-07,success,
gym,2024-06-08,success,
Wake Up Early ( < 8:00 am ),2024-11-09,fail,
gym,2024-06-09,skip,
gym,2024-06-10,success,
gym,2024-06-11,success,
gym,2024-06-12,success,
gym,2024-06-13,skip,
gym,2024-06-14,success,
gym,2024-07-19,success,
gym,2024-07-22,success,
gym,2024-08-02,success,
gym,2024-08-03,success,
gym,2024-08-05,success,
gym,2024-08-06,success,
gym,2024-08-07,skip,
gym,2024-08-08,success,
gym,2024-08-09,success,
gym,2024-08-10,skip,
gym,2024-08-11,skip,
gym,2024-08-13,skip,
gym,2024-08-14,skip,
gym,2024-08-15,skip,
gym,2024-08-16,skip,
Wake Up Early ( < 8:00 am ),2024-11-10,fail,
gym,2024-06-15,skip,
gym,2024-06-16,skip,
gym,2024-08-01,skip,
gym,2024-08-04,skip,
gym,2024-08-12,success,
gym,2024-08-17,skip,
gym,2024-08-18,skip,
Wake Up Early ( < 8:00 am ),2024-11-13,success,
gym,2024-08-19,success,
gym,2024-08-20,skip,
gym,2024-08-21,skip,
gym,2024-08-22,skip,
gym,2024-08-23,skip,
Wake Up Early ( < 8:00 am ),2024-11-11,success,
Wake Up Early ( < 8:00 am ),2024-11-14,success,
gym,2024-08-24,success,
gym,2024-08-25,skip,
Wake Up Early ( < 8:00 am ),2024-11-12,success,
gym,2024-08-26,success,
gym,2024-08-27,success,
gym,2024-08-28,skip,
gym,2024-08-30,success,
Wake Up Early ( < 8:00 am ),2024-11-15,success,
gym,2024-04-12,success,
gym,2024-04-13,skip,
gym,2024-04-16,success,
gym,2024-04-17,skip,
gym,2024-04-18,skip,
gym,2024-04-19,skip,
gym,2024-04-20,skip,
gym,2024-04-21,skip,
gym,2024-04-22,skip,
Wake Up Early ( < 8:00 am ),2024-11-17,success,
gym,2024-04-23,skip,
gym,2024-04-24,skip,
gym,2024-04-25,skip,
gym,2024-04-26,skip,
gym,2024-04-27,skip,
gym,2024-04-28,skip,
gym,2024-04-29,success,
gym,2024-04-30,success,
gym,2024-05-01,skip,
gym,2024-05-02,success,
gym,2024-05-03,success,
gym,2024-05-04,skip,
gym,2024-05-05,success,
gym,2024-05-06,skip,
gym,2024-05-07,success,
gym,2024-05-08,success,
gym,2024-05-09,skip,
gym,2024-05-10,success,
gym,2024-05-11,success,
gym,2024-05-12,skip,
gym,2024-05-13,success,
gym,2024-05-14,success,
gym,2024-05-15,skip,
gym,2024-05-16,success,
gym,2024-05-17,skip,
No 🔞,2025-04-03,fail,
gym,2024-05-18,success,
No 🔞,2025-04-28,skip,
gym,2024-05-19,success,
gym,2024-05-20,skip,
gym,2024-06-17,skip,
gym,2024-06-18,success,
gym,2024-06-19,success,
gym,2024-06-20,skip,
gym,2024-06-21,skip,
gym,2024-06-22,skip,
No 🔞,2025-05-01,skip,
gym,2024-06-23,skip,
gym,2024-06-24,skip,
gym,2024-06-25,skip,
gym,2024-06-26,skip,
gym,2024-06-27,success,
gym,2024-06-28,skip,
gym,2024-06-29,skip,
gym,2024-06-30,skip,
gym,2024-07-01,success,
gym,2024-07-02,skip,
gym,2024-07-03,success,
gym,2024-07-04,skip,
gym,2024-07-05,skip,
gym,2024-07-06,skip,
gym,2024-07-07,success,
Wake Up Early ( < 8:00 am ),2024-11-18,success,
Wake Up Early ( < 8:00 am ),2024-11-19,success,
gym,2024-07-08,success,
gym,2024-07-09,success,
gym,2024-07-10,success,
gym,2024-07-11,success,
gym,2024-07-12,skip,
gym,2024-07-13,success,
gym,2024-07-14,skip,
gym,2024-07-15,success,
gym,2024-07-16,success,
gym,2024-07-17,skip,
gym,2024-07-18,success,
gym,2024-07-20,skip,
gym,2024-07-21,success,
gym,2024-07-23,success,
gym,2024-07-24,success,
gym,2024-07-25,success,
gym,2024-07-26,skip,
gym,2024-07-27,skip,
gym,2024-07-28,skip,
gym,2024-07-29,skip,
gym,2024-07-30,skip,
gym,2024-07-31,skip,
gym,2024-08-29,success,
Wake Up Early ( < 8:00 am ),2024-11-16,fail,
gym,2024-08-31,skip,
gym,2024-09-01,skip,
gym,2024-09-23,skip,
gym,2024-09-24,success,
No 🔞,2025-04-29,skip,
Wake Up Early ( < 8:00 am ),2024-11-05,success,
Wake Up Early ( < 8:00 am ),2024-11-06,success,
gym,2024-09-25,success,
gym,2024-09-26,success,
gym,2024-09-27,skip,
gym,2024-09-28,skip,
gym,2024-09-29,success,
gym,2024-10-11,success,
Wake Up Early ( < 8:00 am ),2024-11-07,success,
gym,2024-09-03,success,
gym,2024-09-30,success,
gym,2024-10-01,skip,
gym,2024-10-02,success,
gym,2024-10-03,skip,
Medicine,2025-07-01,success,
gym,2024-10-04,success,
gym,2024-10-05,success,
gym,2024-10-06,skip,
gym,2024-10-07,success,
Wake Up Early ( < 8:00 am ),2024-11-08,success,
gym,2024-10-08,skip,
gym,2024-10-09,success,
gym,2024-10-10,skip,
gym,2024-10-12,skip,
gym,2024-10-13,success,
gym,2024-10-14,skip,
gym,2024-10-15,skip,
gym,2024-10-16,skip,
gym,2024-10-17,skip,
gym,2024-10-18,skip,
gym,2024-10-19,skip,
gym,2024-10-20,skip,
gym,2024-10-21,skip,
gym,2024-10-22,skip,
gym,2024-10-23,success,
gym,2024-10-24,skip,
gym,2024-10-25,skip,
gym,2024-10-26,skip,
gym,2024-10-27,skip,
gym,2024-10-28,skip,
gym,2024-10-29,skip,
gym,2024-10-30,skip,
gym,2024-10-31,skip,
gym,2024-11-01,skip,
gym,2024-11-02,skip,
gym,2024-11-03,skip,
gym,2024-11-04,skip,
Wake Up Early ( < 8:00 am ),2024-12-13,fail,
gym,2024-09-04,skip,
gym,2024-09-05,success,
gym,2024-09-06,skip,
gym,2024-09-07,success,
gym,2024-09-08,success,
gym,2024-09-09,skip,
gym,2024-09-10,success,
gym,2024-09-11,success,
No 🔞,2025-02-06,fail,
gym,2024-09-12,success,
gym,2024-09-13,skip,
gym,2024-11-05,skip,
gym,2024-11-06,skip,
No 🔞,2025-02-04,success,
No 🔞,2025-02-05,success,
No 🔞,2025-02-12,skip,
gym,2024-11-07,skip,
gym,2024-11-08,skip,
No 🔞,2025-02-14,fail,
No 🔞,2025-02-15,fail,
No 🔞,2025-02-23,skip,
gym,2024-11-12,skip,
No 🔞,2025-02-24,skip,
No 🔞,2025-02-25,fail,
No 🔞,2025-02-26,skip,
No 🔞,2025-02-27,skip,
gym,2024-11-10,skip,
gym,2024-11-11,skip,
No 🔞,2025-02-28,skip,
No 🔞,2025-03-01,skip,
No 🔞,2025-03-02,skip,
No 🔞,2025-03-03,fail,
No 🔞,2025-03-04,skip,
No 🔞,2025-03-05,fail,
No 🔞,2025-03-06,skip,
No 🔞,2025-03-07,skip,
No 🔞,2025-03-09,skip,
No 🔞,2025-03-10,skip,
No 🔞,2025-03-11,skip,
gym,2024-11-09,skip,
No 🔞,2025-03-08,fail,
gym,2024-11-13,skip,
No 🔞,2025-03-12,skip,
No 🔞,2025-03-13,skip,
gym,2024-11-14,skip,
No 🔞,2025-03-30,skip,
gym,2024-11-15,skip,
Wake Up Early ( < 8:00 am ),2024-12-30,success,
gym,2024-11-18,skip,
gym,2024-11-21,skip,
No 🔞,2025-02-13,skip,
No 🔞,2025-03-14,skip,
No 🔞,2025-03-15,fail,
No 🔞,2025-03-16,skip,
No 🔞,2025-03-17,skip,
gym,2024-11-22,skip,
No 🔞,2025-03-18,skip,
No 🔞,2025-03-19,skip,
No 🔞,2025-03-20,skip,
gym,2024-11-16,skip,
No 🔞,2025-03-21,skip,
No 🔞,2025-03-22,skip,
No 🔞,2025-03-23,fail,
No 🔞,2025-03-24,fail,
gym,2024-11-19,skip,
gym,2024-11-20,skip,
gym,2024-11-23,skip,
gym,2024-11-24,skip,
No 🔞,2025-02-07,skip,
gym,2024-11-27,skip,
gym,2024-11-28,skip,
No 🔞,2025-02-08,skip,
No 🔞,2025-02-09,skip,
No 🔞,2025-02-10,success,
No 🔞,2025-02-11,fail,
gym,2024-11-25,skip,
gym,2024-11-26,skip,
gym,2024-11-29,skip,
No 🔞,2025-03-25,skip,
gym,2024-11-30,skip,
No 🔞,2025-03-26,skip,
No 🔞,2025-03-27,skip,
Wake Up Early ( < 8:00 am ),2025-02-09,fail,
No 🔞,2025-04-04,skip,
gym,2024-11-17,skip,
Wake Up Early ( < 8:00 am ),2025-02-12,success,
gym,2024-12-02,skip,
gym,2024-12-03,skip,
No 🔞,2025-03-31,skip,
gym,2024-12-01,skip,
gym,2024-12-04,skip,
No 🔞,2025-04-01,fail,
No 🔞,2025-04-05,skip,
gym,2024-12-05,skip,
Wake Up Early ( < 8:00 am ),2025-02-13,success,
No 🔞,2025-03-28,skip,
No 🔞,2025-03-29,skip,
gym,2024-12-06,skip,
gym,2024-12-07,success,
gym,2024-12-09,skip,
No 🔞,2025-04-06,skip,
Wake Up Early ( < 8:00 am ),2024-12-21,fail,
No 🔞,2025-04-14,skip,
gym,2024-12-08,skip,
No 🔞,2025-04-15,skip,
No 🔞,2025-05-07,skip,
No 🔞,2025-05-08,skip,
Wake Up Early ( < 8:00 am ),2024-12-16,success,
No 🔞,2025-05-09,skip,
No 🔞,2025-05-10,fail,
gym,2024-12-10,skip,
No 🔞,2025-04-11,skip,
Wake Up Early ( < 8:00 am ),2024-12-20,success,
Medicine,2025-10-28,success,
No 🔞,2025-04-12,skip,
No 🔞,2025-05-11,skip,
No 🔞,2025-05-12,skip,
gym,2024-12-11,skip,
gym,2024-12-12,skip,
No 🔞,2025-04-21,skip,
No 🔞,2025-04-22,skip,
Wake Up Early ( < 8:00 am ),2024-12-14,fail,
Wake Up Early ( < 8:00 am ),2024-12-17,success,
gym,2024-12-13,skip,
gym,2024-12-14,skip,
Wake Up Early ( < 8:00 am ),2024-12-15,skip,
Wake Up Early ( < 8:00 am ),2024-12-18,success,
Wake Up Early ( < 8:00 am ),2024-12-19,success,
gym,2024-12-15,skip,
gym,2024-12-16,skip,
gym,2024-12-17,skip,
gym,2024-12-18,skip,
gym,2024-12-19,skip,
gym,2024-12-20,skip,
Wake Up Early ( < 8:00 am ),2024-12-22,fail,
gym,2024-12-21,skip,
gym,2024-12-22,skip,
Wake Up Early ( < 8:00 am ),2024-12-23,fail,
Wake Up Early ( < 8:00 am ),2024-12-24,fail,
Wake Up Early ( < 8:00 am ),2024-12-25,fail,
Wake Up Early ( < 8:00 am ),2024-12-26,skip,
Wake Up Early ( < 8:00 am ),2024-12-27,fail,
Wake Up Early ( < 8:00 am ),2024-12-28,fail,
Wake Up Early ( < 8:00 am ),2024-12-29,fail,
Wake Up Early ( < 8:00 am ),2024-12-31,fail,
Wake Up Early ( < 8:00 am ),2025-01-01,fail,
Wake Up Early ( < 8:00 am ),2025-01-02,success,
gym,2025-01-01,skip,
gym,2025-01-02,skip,
Wake Up Early ( < 8:00 am ),2025-01-03,success,
gym,2025-01-03,skip,
